,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polarization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theta,Theta Angle  (?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2410,-12.29,-10.68,-10.26,-9.17,-7.34,-5.22,-6.46,-5.42,-5.21,-5.75,-7.26,-10.38,-12.29,,,,,,,,,,,,,,,,,
,,2420,-12.35,-10.75,-10.51,-9.91,-8.76,-6.07,-6.6,-4.47,-4.45,-5.15,-6.82,-10.03,-12.35,,,,,,,,,,,,,,,,,
,,2430,-12.69,-10.35,-10.2,-9.93,-9.73,-6.96,-6.84,-3.54,-3.62,-4.71,-6.38,-9.58,-12.69,,,,,,,,,,,,,,,,,
,,2440,-12.03,-9.64,-9.24,-8.99,-10.29,-8.07,-7.07,-2.82,-2.92,-4.17,-5.99,-9.15,-12.03,,,,,,,,,,,,,,,,,
,,2450,-11.69,-8.88,-8.2,-7.95,-10.23,-9.4,-7.59,-2.41,-2.35,-3.76,-5.58,-8.63,-11.69,,,,,,,,,,,,,,,,,
,,2460,-11.35,-8.17,-7.34,-7.04,-9.87,-10.76,-8.19,-2.15,-1.98,-3.36,-5.19,-8.45,-11.35,,,,,,,,,,,,,,,,,
,,2470,-10.47,-7.69,-6.68,-6.15,-9.13,-11.88,-8.99,-1.97,-1.75,-3.13,-5.09,-8.22,-10.47,,,,,,,,,,,,,,,,,
,,2480,-10.32,-7.31,-6.48,-5.9,-8.53,-12.79,-9.78,-1.99,-1.68,-3.11,-5.07,-8.3,-10.32,,,,,,,,,,,,,,,,,
,,2490,-10.21,-7.01,-6.16,-5.38,-8.12,-13.52,-10.71,-2.13,-1.6,-3.09,-5.07,-8.14,-10.21,,,,,,,,,,,,,,,,,
,,2500,-9.84,-6.95,-6.11,-5.29,-7.95,-13.47,-11.54,-2.23,-1.62,-3.07,-5.06,-8.12,-9.84,,,,,,,,,,,,,,,,,
